cas_number,chemical_id,name,substance,other_name,brand,package_size,storage_location,molecular_weight,density (g/mL),state
46190-45-8,1617,methyl 4-(2-hydroxyethyl)benzoate,4-(2-羟乙基)苯甲酸甲酯,,adamas,250mg,2-2,180.2,1.143,liquid
4619-18-5,1618,4-(4-chlorophenyl)butanoic acid,4-(4-氯苯基)丁酸,,安耐吉,5g,1-4-3,198.65,1.227,solid
462-40-8,1619,1-IODO-3-FLUOROPROPANE,3-氟-1-碘代丙烷,,adamas,5g,R3,187.98,1.837,liquid
462-72-6,1620,1-Bromo-4-fluorobutane,1-溴-4-氟丁烷,,adamas,1g,1-3-1,155.01,1.444,liquid
463-40-1,1621,alpha-linolenic acid,亚麻酸,,adamas,5ml,R1,278.43,0.914,liquid
46389-47-3,1622,"2,2’-Biypridine-nickeldibromide","(2,2'-联吡啶)二溴化镍(II)",,adamas,1g,gR-催化剂,376.71,,solid
464-45-9,1623,L(-)-Borneol,右莰醇,,adamas,25g,2-2,154.25,0.8389,solid
4648-54-8,1624,azidotrimethylsilane,叠氮三甲基硅,,安耐吉,25ml,R8,115.21,0.876,liquid
4712-55-4,1625,DIPHENYL PHOSPHITE,亚磷酸二苯酯,,adamas,25ml,3-3,234.19,1.223,liquid
4731-53-7,1626,Trioctylphosphine,三正辛基膦,,adamas,1g,gR-配体,370.64,0.831,solid
4733-39-5,1627,Bathocuproine,"2,9-二甲基-4,7二苯基-1,10-菲啰啉",,安耐吉,1g,2-4A,360.45,1.2408,solid
4753-59-7,1628,4-Bromobutyl acetate,4-溴丁基乙酸酯,,adamas,5g,1-3-1,195.05,1.348,liquid
4771-80-6,1629,3-Cyclohexene-1-carboxylic acid,3-环己烯-1-甲酸,,毕得,25g,1-4-2,126.15,1.081,liquid
480-63-7,1630,"2,4,6-Trimethylbenzoic Acid","2,4,6-三甲基苯甲酸",,adamas,5g,1-4-4;1-5-1,164.2,1.067,solid
48165-50-0,1631,"Dibromo(1,10-phenanthroline-κN1,κN10)nickel","二溴(1,10-菲咯啉-ΚN1,ΚN10)镍",,毕得,1g,D2,400.73,,solid
4837-38-1,1632,Cyclohexanesulfonyl chloride,环己烷磺酰氯,,安耐吉,5g,R3,182.67,1.259,liquid
484-11-7,1633,Neocuproine,新铜试剂,,毕得,5g,3-3,208.26,1.1345,solid
486422-08-6,1634,"benzenesulfonamide, 3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-",苯磺酰胺-3-硼酸频哪醇酯,,energy,250mg,2-4,283.15,1.24,solid
486-73-7,1635,Isoquinoline-1-carboxylic acid,异喹啉羧酸,,adamas,5g,1-4-4,173.17,0.932,solid
488-93-7,1636,3-Furoic acid,3-糠酸,,adamas,1g,1-4-5,112.08,1.322,solid
4891-38-7,1637,Methyl phenylpropiolate,苯基丙炔酸甲酯,,bider,5g,2-4,160.17,1.086,solid
4897-84-1,1638,Methyl 4-bromobutyrate,4-溴丁酸甲酯,,adamas,25g,1-3-1,181.03,1.434,solid
491-35-0,1639,4-methylquinoline,4-甲基喹啉,,adamas,5g,4-2-1;4-2-2,143.19,1.083,liquid
491-36-1,1640,4-hydroxyquinazoline,4-羟基喹唑啉,,adamas,50g,4-2-2,146.15,1.2312,solid
491-38-3,1641,CHROMONE,乙色唑,,adamas,1g,2-3,146.14,1.248,solid
492-22-8,1642,Thioxanthen-9-one,9-噻吨酮,,adamas,5g,2-3,212.27,1.2247,solid
492-37-5,1643,(DL-2-phenylpropionic acid;2-PHENYLPROPIONIC ACID),2-苯基丙酸,,安耐吉;adamas,25g;5g,1-4-2;1-5A,150.17,1.1,liquid
492-38-6,1644,Atropic Acid,2-苯基丙烯酸,,adamas,25g,R1,148.16,1.0061,solid
492-98-8,1645,"2,2'-bi-1H-imidazole",联咪唑,,adamas,5g,gR-配体,134.14,1.371,solid
495-18-1,1646,Benzohydroxamic Acid,苯甲羟肟酸,,adamas,25g,R6,137.14,1.2528,solid
495-76-1,1647,Piperonyl alcohol,胡椒醇,,adamas,5g,2-2,152.15,1.2143,solid
496-11-7,1648,Indane,茚满,,adamas,25ml,1-5-2,118.18,0.965,liquid
496-15-1,1649,Indoline,蜷ｲ蜩壼負,,adamas,100g,4-2-2,119.16,1.063,liquid
49623-71-4,1650,"2,4,6-Triisopropylbenzoic acid",2，4，6-三异丙基苯甲酸,,adamas,5g;1g,1-2-1;1-4-5;1-4A;1-5-1;1-5A,248.36,0.984,solid
497-19-8,1651,Sodium carbonate anhydrous,碳酸钠,,毕得,500g,6-2,105.99,2.53,solid
497-25-6,1652,2-Oxazolidone,2-恶唑烷酮,,安耐吉,25g,4-4-1,87.08,1.2736,solid
498-66-8,1653,Norbornene,降冰片烯,,安耐吉,100ml,3-4,94.15,0.955,solid
50-00-0,1654,Formaldehyde,甲醛,,energy,500ml,R1,30.03,1.09,liquid
500-73-2,1655,Phenyl Trifluoroacetate,三氟乙酸苯酯,,adamas,1g,2-4,190.12,1.276,liquid
501-52-0,1656,3-Phenylpropionic Acid,氢化肉桂酸,,adamas,25g,1-4-3,150.17,1.071,solid
501-53-1,1657,Benzyl chloroformate,氯甲酸苄酯,,adamas,500g,R1,170.59,1.212,liquid
501-65-5,1658,Diphenylacetylene,二苯基乙炔,,安耐吉,5g,3-2,178.23,0.99,solid
502-41-0,1659,Cycloheptanol,环庚醇,,adamas,1g,2-2,114.19,0.948,liquid
502-42-1,1660,Cycloheptanone,环庚酮,,adamas,25g,2-3,112.17,0.951,liquid
502-49-8,1661,Cyclooctanone,环辛酮,,adamas,5g,2-3,126.2,0.958,solid
50340-79-9,1662,5-(methoxycarbonyl)thiophene-2-carboxylic acid,5-(甲氧羰基)-2-噻吩甲酸,,安耐吉,1g,,186.19,1.439,solid
504-02-9,1663,"1,3-Cyclohexanedione","1,3-环己二酮",,安耐吉,100g,2-3,112.13,1.1,solid
5044-39-3,1664,1-(4-bromophenyl)-1H-pyrrole,1-(4-溴苯基)吡咯,,adamas,1g,1-3-3,222.08,1.38,solid
50555-04-9,1665,cinnamyl benzoate,(E)-苯甲酸肉桂酯,,adamas,1g,2-4,238.28,,solid
5058-42-4,1666,IRON(III) ETHOXIDE,乙醇铁,,adamas,5g,gR-催化剂,191.03,0.87,solid
506-59-2,1667,Dimethylamine hydrochloride,二甲胺盐酸盐,,adamas,100g,6-3,81.54,0.8949,solid
50670-58-1,1668,"4'-bromo-[1,1'-biphenyl]-4-carboxaldehyde","4'-溴-[1,1'-联苯]-4-甲醛",,安耐吉,1g,R3,261.11,1.43,solid
507-09-5,1669,Thioacetic acid,硫代乙酸,,adamas,25g,R3,76.12,1.065,liquid
507-19-7,1670,2-Bromo-2-methylpropane,溴代叔丁烷,,adamas,100g;100ml,gL;R1,137.02,1.22,liquid
507-20-0,1671,2-Chloro-2-methylpropane,氯代叔丁烷,,adamas,100ml,1-2-1,92.57,0.851,liquid
507-36-8,1672,2-Bromo-2-methylbutane,2-溴 -2-甲基丁烷,,adamas,1g,R3,151.04,1.182,liquid
507-70-0,1673,Borneol,冰片,,adamas,5g,2-2,154.25,1.011,solid
50998-17-9,1674,6-Bromoquinoxaline,6-溴喹喔啉,,adamas,5g,1-3-3,209.04,1.656,solid
51019-43-3,1675,D-(-)-O-acetyl mandelic acid,(-)-O-乙酰基-D-扁桃酸,,安耐吉,5g,1-4-3,194.19,1.259,solid
5104-49-4,1676,Flurbiprofen,氟比洛芬,,adamas,5g,3-2,244.26,1.1795,solid
51149-08-7,1677,"3,6-Dichloropyridazine-4-carboxylic acid","3,6-二氯哒嗪-4-甲酸",,adamas,1g,1-4-4,192.99,1.718,solid
51364-51-3,1678,Tris(dibenzylideneacetone)dipalladium,三(二亚苄基丙酮)二钯(0),,adamas,5g,D2,915.71738,,solid
51429-74-4,1679,Phosphomolybdic acid hydrate,磷钼酸水合物,,毕得,100g,5-2,1841.36,1.62,solid
51-44-5,1680,"3,4-Dichlorobenzoic acid","3,4-二氯苯甲酸",,adamas,5g,1-4-5,191.01,1.441,solid
516-05-2,1681,Methylmalonic Acid,甲基丙二酸,,安耐吉,25g,1-4-1,118.09,1.45,solid
516-12-1,1682,N-Iodosuccinimide,N-碘代丁二酰亚胺 (NIS),,TCI;毕得,5g;100g,4-2-1;R9,224.98,2.245,solid
5162-44-7,1683,4-Bromo-1-butene,4-溴-1-丁烯,,adamas,25g;5g,3-4;R7,135.0,1.33,liquid
5176-27-2,1684,N-T-BOC-PYRROLE,1-吡咯甲酸叔丁酯,,adamas,1g,4-2-3,167.21,10,liquid
51901-85-0,1685,"2-BROMO-1,3,2-BENZODIOXABOROLE",B-溴甲基氯甲基酯,,麦克林,1,gR-配体,198.81,1.67,solid
5202-78-8,1686,N-VINYLACETAMIDE 97,N-乙烯基乙酰胺,,adamas,1g,R8,85.1,0.89,solid
52244-70-9,1687,4-(4-Methoxyphenyl)-1-butanol,4-(4-甲氧基苯基)-1-丁醇,,adamas,5g,2-2,180.24,1.042,liquid
523-27-3,1688,"9,10-Dibromoanthracene","9,10-二溴蒽",,毕得,500g,1-3,336.02,1.7167,solid
52340-78-0,1689,"(R,R)-(+)-Hydrobenzoin",氢胺,,adamas,5g,3-3B,214.26,1.0781,solid
524-38-9,1690,N-Hydroxyphthalimide,N-羟基邻苯二甲酰亚胺,,adamas,500g,3-1B,163.13,1.64,solid
52522-40-4,1691,Tris(dibenzylideneacetone)dipalladium(0)-chloroform adduct,三(二亚苄基丙酮)二钯(0)-氯仿络合物,,adamas,1g,D-2,1023.01,,solid
525-82-6,1692,Flavone,黄酮,,adamas,1g,2-3,222.24,1.1404,solid
5263-87-6,1693,6-methoxyquinoline,6-甲氧基喹啉,,安耐吉,1g,4-2-3,159.18,1.15,liquid
5270-94-0,1694,"4,6-dimethoxypyrimidine","4,6-二甲氧基嘧啶",,adamas,1g,4-2-2,140.14,1.131,solid
5271-67-0,1695,2-Thiophenecarbonyl chloride,2-噻吩甲酰氯,,adamas,25g,L1,146.59,1.371,liquid
5274-99-7,1696,1-benzoylpiperidine-4-carboxylic acid,1-苯甲酰基-4-哌啶甲酸,,adamas,5g,R6,233.26,1.248,solid
527-60-6,1697,"2,4,6-Trimethylphenol","2,4,6-三甲基苯酚",,adamas,5g,4-3-2,136.19,0.9809,solid
527-72-0,1698,2-Thiophenecarboxylic acid,噻吩-2-甲酸,,adamas,100g,1-5-1,128.15,1.42,solid
52784-31-3,1699,3-Phenylcyclobutan-1-one,3-苯基环丁酮,,adamas,1g,2-3,146.19,,solid
52898-32-5,1700,N-(3-Buten-1-yl)phthalimide,3-丁基-1-苯邻二甲酰亚胺,,adamas,100mg;250mg,2-3A;3-1C,201.22,1.195,solid
52927-22-7,1701,6-Cyano-2-naphthol,6-氰基-2-萘酚,,adamas,5g,1-5C,169.18,1.28,solid
530-48-3,1702,"1,1-Diphenylethylene","1,1-二苯乙烯",,adamas,1ml;25g,2-3a;R8,180.25,1.021,liquid
530-48-3,1703,"1,1-Diphenylethylene","1,1-二苯基乙烯",,adamas,5g,R1,180.25,1.021,liquid
530-62-1,1704,"1,1'-Carbonyldiimidazole","N,N'-羰基二咪唑",,adamas,100g,L1,162.15,1.303,solid
53-16-7,375,Estrone,雌酚酮,,adamas,25g;5g;25g,2-3b;3-2;2-3b,270.37,1.236,solid
532-27-4,1705,2-Chloroacetophenone,alpha-氯乙酰苯,,adamas,25g,5707-44-8,154.59,1.324,solid
532-32-1,1706,Sodium benzoate,苯甲酸钠,,adamas,100g,6-2,144.10317,1.44,solid
5332-24-1,1707,3-Bromoquinoline,3-溴喹啉,,adamas,5g,1-3-3,208.05,1.533,liquid
533-58-4,1708,2-Iodophenol,2-碘苯酚,,adamas,25g,1-2-3,220.01,1.947,solid
534-16-7,1709,Silver(I) carbonate,碳酸银,,adamas,5g,D-3,275.75,6.08,solid
534-17-8,385,Cesium carbonate,碳酸铯,,adamas,25g,6-1,325.82,4.072,solid
53473-36-2,1710,3-[4-(Trifluoromethyl)phenyl]propionic acid,3-(4-三氟甲基苯基)丙酸,,adamas,5g,1-4-3,218.17,1.307,solid
536-25-4,1711,Methyl 3-amino-4-hydroxybenzoate,3-氨基-4-羟基苯甲酸甲酯,,安耐吉,1g,4-3-1,167.16,1.2917,solid
536-59-4,1712,DIHYDRO CUMINYL ALCOHOL,紫苏醇,,adamas,25g,R1,152.23,0.96,solid
536-74-3,1713,Phenylacetylene,苯乙炔,,adamas,100ml,R8,102.13,0.93,liquid
536-75-4,1714,4-Ethylpyridine,4-乙基吡啶,,安耐吉,5ml,4-2-1,107.15,0.942,liquid
536-90-3,1715,m-Anisidine,间氨基苯甲醚,,安耐吉;adamas,25g,3-5,123.15,1.096,liquid
5369-19-7,1716,3-(tert-Butyl)aniline,3-叔丁基苯胺,,adamas,25g,3-5,149.23,0.942,liquid
5370-25-2,1717,2-Acetyl-5-bromothiophene,2-乙酰基-5-溴噻吩,,adamas,5g,1-3-3,205.07,1.649,solid
53774-20-2,377,2-methylbut-3-enoic acid,2-甲基-3-丁烯酸,,安耐吉,5g,R2,100.12,0.968,liquid
53-86-1,1718,Indomethacin,吲哚美辛,,adamas,100g,3-2,357.79,1.2135,solid
538-70-5,1719,"1,2-Dithiane-3-butanoic acid","1,2-Dithiane-3-butanoic acid",,安耐吉,100g,,206.33,1.209,solid
538-75-0,1720,Dicyclohexylcarbodiimide,"N,N'-二环己基碳二亚胺 (DCC)",,adamas,500ml,4-2-2,206.33,1.247,solid
5394-18-3,1721,N-(4-Bromobutyl)phthalimide,N-(4-溴丁基)邻苯二甲酰亚胺,,adamas,25g;5g,1-3;1-3-1,282.13,1.5271,solid
5396-38-3,1722,4-tert-Butylanisole,4-叔丁基茴香醚,,adamas,5g,2-2,164.24,0.938,liquid
5398-44-7,1723,"2,6-Dichloropyridine-4-carboxylic acid","2,6-二氯异烟酸",,adamas,5g,1-4-5,192.0,1.612,solid
540-36-3,1724,"1,4-Difluorobenzene",对二氟苯,,adamas,5g,1-2-1,114.09,1.11,liquid
540-38-5,1725,4-Iodophenol,4-碘苯酚,,adamas,25g,,220.01,1.8573,solid
5406-18-8,1726,3-(4-Methoxyphenyl)propan-1-ol,3-(4-甲氧苯基)-1-丙醇,,adamas,5g,2-2,166.22,1.006,solid
540-80-7,1727,tert-Butyl nitrite,亚硝酸叔丁酯,,adamas,25ml,R1,103.12,0.867,liquid
541-16-2,1728,Di-tert-butyl malonate,丙二酸二叔丁酯,,adamas,100ml,2-2,216.27,0.966,liquid
541-28-6,1729,1-Iodo-3-methylbutane,异戊基碘,,ADAMAS,1g,R7,198.05,1.497,liquid
5414-21-1,1730,5-Bromovaleronitrile,5-溴戊腈,,adamas,25g;5g,1-3-1;3-5,162.03,1.388,liquid
541-47-9,1731,3-Methylcrotonic Acid,"3,3-二甲基丙烯酸",,adamas,25g,1-4-3,100.12,0.969,solid
541549-94-4,1732,"Oxazole, 2-benzo[b]thien-2-yl-4,5-dihydro-4-(1-methylethyl)-, (4S)-","(S)-2-(苯并[B]噻吩-2-基)-4-异丙基-4,5-二氢恶唑",,BLD,250mg,R4,245.34,1.24,solid
54247-27-7,1733,Benzyl 6-Bromohexyl Ether,苄基6-溴己醚,,adamas,1g,1-3A,271.19,1.21,liquid
542-91-6,1734,Diethylsilanealso,二乙基硅烷,,adamas,5ml,3-2;3-4A,88.22,0.681,liquid
543-27-1,1735,Isobutyl chloroformate,氯甲酸异丁酯,,adamas,25g,1-5-6;R7,136.58,1.053,liquid
544-92-3,1736,Copper(I) cyanide,氰化亚铜,,adamas,100g,D3,89.56,2.92,solid
5454-83-1,1737,Methyl 5-bromovalerate,5-溴戊酸甲酯,,毕得,25g,L2,195.05,1.363,liquid
5462-71-5,1738,4-Cyanophenylacetic acid,4-氰基苯乙酸,,adamas,0,1-4-2,161.16,1.26,solid
546-68-9,1739,Titanium tetraisopropanolate,四异丙氧钛(IV),,麦克林,500ml,1-1A,284.22,0.96,liquid
546-68-9,1740,Titanium tetraisopropanolate,钛酸四异丙酯,,安耐吉,100ml,D1,284.22,0.96,liquid
5467-57-2,1741,2-Chloroquinoline-4-carboxylic Acid,2-氯喹林-4-羧酸,,adamas,1g,1-4-4,207.61,1.469,solid
54678-23-8,1742,Copper(I) bromide-dimethyl sulfide complex,溴化亚铜与二甲基硫的络合物,,adamas;韶远,1g;5g,D2-2A;R1;打,205.58,,solid
546-89-4,1743,Lithium acetate,乙酸锂,,adamas;安耐吉,0;5g,6-1,65.99,1.3,solid
5469-26-1,1744,1-Bromopinacolone,1-溴频哪酮,,adamas,5g;1g,2-3;R3,179.05,1.331,liquid
54879-20-8,1745,2-Bromo-3-methylaniline,2-溴-3-甲基苯胺,,adamas,25g,,186.05,1.489,liquid
55120-76-8,1746,(Manganese bis(trifluoromethanesulfonate);(trifluoromethanesulfonyloxy)manganio trifluoromethanesulfonate),双(三氟甲磺酸)锰,,adamas,1g;5g,D2,355.09,,solid
55-21-0,1747,Benzamide,苯甲酰胺,,安耐吉;adamas,25g,3-4C;3-5;4-4-1,121.14,1.341,solid
55-22-1,1748,isonicotinic acid,异烟酸,,adamas,25g,1-4-4,123.11,1.47,solid
552-45-4,1749,alpha-Chloro-o-xylene,2-甲基苄氯,,adamas,25g,1-2-2,140.61,1.063,liquid
553-54-8,1750,Lithium benzoate,苯甲酸锂,,adamas,5g;0,1-4-5;6-1,128.05,1.35,solid
5535-48-8,1751,Phenyl vinyl sulfone,苯基乙烯基砜,,毕得,5g,3-4,168.21,1.266,solid
553-90-2,1752,Dimethyl oxalate,草酸二甲酯,,adamas,500g,2-4,118.09,1.148,solid
553-91-3,1753,Lithium Oxalate,草酸锂,,adamas,25g,6-1,97.98,,solid
554-13-2,1754,Lithium carbonate,碳酸锂,,毕得,100g,6-1,73.89,2.11,solid
554-68-7,1755,Triethylamine hydrochloride,三乙胺盐酸盐,,adamas,100g,3-5;6-3,137.65,1.07,solid
556-08-1,1756,4-Acetamidobenzoic acid,对乙酰氨基苯甲酸,,adamas,25g,1-4-5,179.17,1.2822,solid
556-56-9,1757,Allyl iodide,烯丙基碘,,adamas,5g,R3,167.98,1.837,liquid
55666-43-8,1758,tert-Butyl 3-bromopropionate,3-溴丙酸叔丁酯,,安耐吉,5g,R3,209.08,1.253,liquid
556-82-1,1759,3-Methyl-2-buten-1-ol,异戊烯醇,,adamas,100ml,3-4,86.13,0.848,solid
557-20-0,1760,Diethylzinc,二乙基锌,,安耐吉,100ml,4-3C,123.51,1.205,liquid
557-21-1,1761,Zinc cyanide,氰化锌,,安耐吉,25g,5-1,117.43,1.85,solid
557-34-6,1762,Zinc acetate,醋酸锌,,3A,100g,5-1,183.48,1.84,solid
55758-02-6,1763,3-Bromo-2-cyanopyridine,3-溴-2-氰基吡啶,,adamas,5g,3-4,183.01,1.72,solid
557-93-7,1764,2-Bromopropene,2-溴丙烯,,安耐吉,25g,R6,120.98,1.362,liquid
558-13-4,1765,Tetrabromomethane,四溴化碳,,adamas,100g,1-3-2,331.63,3.42,solid
558-17-8,1766,2-Iodo-2-methylpropane,碘代叔丁烷,,adamas,1g,gL-R,184.02,1.544,liquid
558-30-5,1767,Isobutylene Oxide,甲基环氧丙烷,,adamas,25g,2-3-1,72.11,0.812,liquid
55854-46-1,1768,5-Bromothiophenesulfonyl chloride,5-溴噻吩-2-磺酰氯,,安耐吉,5g,R1,261.54,1.985,solid
5586-88-9,1769,4-Chlorophenylacetone,4-氯苯基丙酮,,adamas,5g,2-3,168.62,1.151,liquid
5587-42-8,1770,"Imidazole, sodium derivative",咪唑钠,,adamas,100mg,4-2-1,90.06,,solid
5588-84-1,1771,Triisopropoxyvanadium(V) oxide,三异丙氧基氧化钒,,麦克林,5g,R3,244.2,1.035,liquid
5597-50-2,1772,Methyl 3-(4-hydroxyphenyl)propionate,对羟基苯丙酸甲酯,,adamas,100g,2-4,180.2,1.1272,solid
5614-37-9,1773,Cyclopentyl methyl ether,环戊基甲醚,,adamas,100ml,溶剂柜,100.16,0.86,liquid
56-24-6,1774,Trimethyltin hydroxide,三甲基氢氧化锡,,adamas,1g,D2,180.82,,solid
563-47-3,1775,3-Chloro-2-methylpropene,3-氯-2-甲基-1-丙烯,,adamas,100g,R3,90.55,0.925,liquid
56-34-8,1776,tetraethylammonium chloride,四乙基氯化铵,,adamas,25g,7-2,165.7,1.08,solid
56-37-1,1777,Benzyltriethylammonium Chloride,苄基三乙基氯化铵,,安耐吉,500g,7-2,227.77,1.08,solid
563-79-1,1778,"2,3-Dimethyl-2-butene","2,3-二甲基-2-丁烯",,安耐吉,100g,R3,84.16,0.708,liquid
56-40-6,1779,glycine,甘氨酸,,adamas,25g,5-2-1,75.07,1.595,solid
564483-18-7,1780,X-PHOS,"2-二环己基膦-2',4',6'-三异丙基联苯",,绍远,5g,3-3,476.72,,solid
565-80-0,1781,"2,4-Dimethyl-3-pentanone","2,4-二甲基-3-戊酮",,adamas,25g,2-3,114.19,0.806,liquid
56613-80-0,1782,D-Phenylglycinol,D-苯甘氨醇,,adamas,100g,2-2,137.18,1.063,solid
5683-30-7,1783,3-(Trimethylsilyl) propionic acid,3-三甲基硅基丙酸,,adamas,5g,1-4-3,146.26,0.92,liquid
570-02-5,1784,"2,4,6-Trimethoxybenzoic Acid","2,4,6-三甲氧基苯甲酸",,adamas,1g,1-4-4,212.2,1.219,solid
5707-44-8,1785,4-Ethylbiphenyl,4-乙基联苯,,adamas,5g,1-1;1-5-2,182.26,0.99,solid
57-13-6,1786,Urea,尿素,,adamas,100g,4-4-2,60.06,1.335,solid
5713-61-1,1787,2-Thienylmagnesium bromide,苯硫基溴化镁,,安耐吉,100ml,R5,187.34062,1.011,liquid
5720-07-0,1788,4-Methoxyphenylboronic acid,4-甲氧基苯硼酸,,adamas,25g,2-4,151.96,1.17,solid
5728-52-9,1789,4-Biphenylacetic Acid,4-联苯乙酸,,adamas,25g,1-4-1,212.24,1.1035,solid
574-19-6,1790,2'-Hydroxy-1'-acetonaphthone,1-乙酰基-2-萘酚,,毕得,5g,4-3-2,186.21,1.1032,solid
574-66-3,1791,Benzophenone oxime,二苯甲酮肟,,adamas,25g;5g,2-1b;R3,197.23,1.0957,solid
575-44-0,1792,"1,6-Dihydroxynaphtalene","1,6-二羟基萘",,adamas,125g,4-3-3,160.17,1.0924,solid
576-15-8,1793,1-Acetylindole,1-乙酰吲哚,,adamas,100mg,2-4,159.18,1.387,solid
57-63-6,1794,Ethynylestradiol,炔雌醇,,安耐吉;adamas,1g;5g,3-2;L6,296.41,1.0944,solid
57-66-9,1795,Probenecid,丙磺舒,,希恩斯,5g,3-2,285.36,1.2483,solid
5773-80-8,1796,6-Bromo-2-naphthoic Acid,6-溴-2-萘甲酸,,adamas,0,1-4-5,251.08,1.648,solid
5781-53-3,1797,METHYL OXALYL CHLORIDE,草酰氯单甲酯,,adamas,25g,1-5-3,122.51,1.332,liquid
57-83-0,1798,Progesterone,黄体酮,,安耐吉,5g,3-2,314.46,1.171,solid
578-57-4,1799,1-bromo-2-methoxybenzene,2-溴苯甲醚,,adamas,0,1-3-3,187.03,1.502,liquid
57-88-5,1800,Cholesterol,胆固醇,,adamas,25g,3-2,386.65,1.06,solid
5798-75-4,1801,Ethyl 4-bromobenzoate,4-溴苯甲酸乙酯,,adamas,25g,1-3-4;2-4,229.07,1.403,liquid
580-13-2,383,2-Bromonaphthalene,2-溴代萘,,adamas,5g,1-3-3,207.07,1.605,solid
580-16-5,1802,6-Hydroxyquinoline,6-羟基喹啉,,adamas,25g,R7,145.16,1.1555,solid
580-18-7,1803,3-Hydroxyquinoline,3-羟基喹啉,,adamas,5g,4-3-3,145.16,1.1555,solid
5807-14-7,1804,"1,5,7-Triazabicyclo[4.4.0]dec-5-ene","1,5,7-三氮杂双环 [4.4.0] 癸烯-5-烯",,毕得,10g,4-2-2,139.2,1.28,solid
581-43-1,1805,"2,6-Naphthalenediol","2,6-萘二酚",,adamas,5g,4-3-3,160.17,1.0924,solid
5820-22-4,1806,Methallyl phenyl ether,甲烯丙基苯醚,,adamas,1g,3-4,148.2,0.964,liquid
582-17-2,1807,"2,7-Dihydroxynaphthalene","2,7-二羟基萘",,adamas,25g,4-3-3,160.17,1.0924,solid
582-25-2,1808,Potassium Benzoate,苯甲酸钾,,安耐吉,100g,6-2,160.21,1.558,solid
5826-73-3,1809,"dimethyl 8,9,10-trinorborn-5-ene-2,3-dicarboxylate",驱蚊灵,,adamas,5g,3-4,210.23,1.041,solid
583-52-8,1810,dipotassium oxalate,草酸钾,,adamas,1g,6-2,166.22,2.13,solid
583-53-9,1811,"1,2-Dibromobenzene","1,2-二溴苯",,adamas,25g,1-3-3,235.9,1.956,liquid
583-58-4,1812,"3,4-Lutidine","3,4-二甲基吡啶",,adamas,5ml;5g,4-2-1;4-2-2,107.15,0.95,liquid
584-08-7,1813,Potassium carbonate,无水碳酸钾,,安耐吉;adamas,500g;100g,6-2,138.21,2.43,solid
58479-61-1,1814,(tert-Butylchlorodiphenylsilane;tert-Butyl(chloro)diphenylsilane),叔丁基二苯基氯硅烷,,adamas,25g;100g,3-2,274.86,1.057,liquid
58520-03-9,1815,"(1R,2R)-1,2-Bis(4-methoxyphenyl)ethylenediamine","(1R,2R)-1,2-双(4-甲氧苯基)乙二胺",,adamas,5g,R8,272.34,1.135,solid
585-48-8,1816,"2,6-Di-tert-butylpyridine","2,6-二叔丁基吡啶",,adamas,5g,3-1C,191.31,0.852,liquid
5856-62-2,1817,(S)-(+)-2-Amino-1-butanol,(S)-2-氨基-1-丁醇,,adamas,5g,2-2,89.14,0.944,liquid
5856-63-3,1818,(R)-(-)-2-Amino-1-butanol,(R)-(-)-2-氨基-1-丁醇,,adamas,100g;1g,2-2,89.14,0.943,liquid
5856-77-9,1819,"2,2-dimethyl-butyryl chloride","2,2-二甲基丁酰氯",,adamas,25g,5856-77-9,134.6,0.98,liquid
585-71-7,1820,1-bromo-1-phenylethane,(1-溴乙基)苯,,adamas,5g,R9,185.06,1.356,liquid
586-75-4,1821,4-Bromobenzoyl chloride,4-溴苯甲酰氯,,安耐吉;adamas,5g;100g,1-5-3;L2,219.46,1.6111,solid
586-76-5,1822,4-Bromobenzoic acid,4-溴苯甲酸,,安耐吉,100g,1-5-5,201.02,1.894,solid
586-77-6,1823,"4-Bromo-N,N-dimethylaniline","4-溴-N,N-二甲基苯胺",,adamas,100g,1-3-4,200.08,1.322,solid
586-89-0,1824,4-Acetylbenzoic acid,4-乙酰基苯甲酸,,adamas,5g,1-4-4;1-4A,164.16,1.2132,solid
586-96-9,1825,Nitrosobenzene,亚硝基苯,,adamas,1g,4-2-3;R3,107.11,1.1697,solid
58794-09-5,1826,7-Bromoisoquinoline,7-溴异喹啉,,adamas,1g,1-3-3,208.05,1.564,solid
588-63-6,1827,3-Phenoxypropyl bromide,(3-溴丙氧基)苯,,adamas,5g,1-3A,215.09,1.365,liquid
589-06-0,1828,4-(4-Fluorophenyl)butyric acid,4-(4-氟苯基)丁酸,,adamas,1g,1-4-3,182.19,1.182,solid
5891-21-4,1829,5-Chloro-2-pentanone,5-氯-2-戊酮,,adamas,25g,2-3,120.58,1.057,liquid
589-87-7,1830,1-Bromo-4-iodobenzene,对溴碘苯,,adamas,5g,1-4-5,282.9,2.2236,solid
589-93-5,1831,"2,5-Lutidine","2,5-二甲基吡啶",,安耐吉,25ml,,107.15,0.926,liquid
590-29-4,1832,potassium formate,甲酸钾,,adamas,100g,6-2,84.12,1.56,solid
590-67-0,1833,1-Methylcyclohexanol,1-甲基环己醇,,adamas,25g,2-2,114.19,0.919,liquid
591-12-8,1834,alpha-Angelicalactone,α-当归内酯,,adamas,5g,3-4,98.1,1.092,liquid
591-17-3,1835,3-Bromotoluene,间溴甲苯,,adamas,25g;5g,1-3-3,171.03,1.41,liquid
